ndviM,elevation,slope,vs,vd,ppt,tmean,vpdmax,tmin,tmax,ignition
NaN,1346.85661764706,16.0509101468948,5.0251213833,26,1124.1380022708,13.5257503986359,14.3132500648499,7.64025008678436,19.4122500419617,1
NaN,838.048922800718,18.0055493134838,2.7898972356,304,657.2464984185,27.6685624725312,48.7650797629705,18.6026004190771,36.7350392512135,NaN
NaN,2344.72603383459,15.8226815720922,2,211,1060.2701417873,12.3227565335582,8.75717473146377,5.8078166879133,18.838632896666,0
NaN,233.333016175071,8.13811934809533,2.7000000477,171,675.7345505355,27.3935445145084,51.734331823634,17.8818902817016,36.9066898228975,0
NaN,430.035749751738,25.3857586905878,3.4238322915,316.2959149577,579.5610029246,25.9110007286072,49.3434991836548,16.2177503108978,35.6050004959106,0
NaN,2230.1628032345,15.3919103122143,2.885789555,212,1435.0300089063,14.1720006465912,17.5752501487732,6.48499989509583,21.8602499961853,0
NaN,687.333129210043,23.1228372453548,1.8999999762,280,1780.9768104654,25.6517119320116,38.9966682309206,18.0666673816869,33.237786095802,0
NaN,1690.48767488341,16.3648255781521,2.1582947622,209.2986100821,624.6362150964,15.3577127943869,22.8450837703601,8.81100002746097,21.9054339154689,1
NaN,880.910187244648,16.316151426075,3.4000000954,246.8333333333,372.7895705795,24.0026084354946,36.8141784667969,15.398928471974,32.6071431296212,NaN
NaN,976.554927587425,14.851518173809,4.0760535402,256,329.4804685615,15.3496364993466,22.4774181076582,6.13721772975932,24.5630004184117,1
NaN,623.981852913085,12.6085120226409,3.0313726113,313.6199906044,755.4534942396,24.6671257019043,42.3221249580383,15.0839998722076,34.2512502670288,1
NaN,891.88936605317,19.3181571722671,2.9017012483,327.2558355909,738.2884780208,22.2196994190771,32.9799317417726,13.8537837602155,30.5865436869478,1
NaN,822.817734627832,12.8420187739338,1.7236864818,155.0010878566,1282.4708177449,11.5096566878877,16.6282166638031,3.45814833143985,19.562505261943,1
NaN,435.833417465926,20.3354526056839,3,184,1016.8809911273,28.5205016136169,51.500750541687,19.4524998664856,37.58899974823,1
NaN,360.241188666206,15.8611565942631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
